year,quarter,region,sector,enterprise_size,number_of_enterprises,number_of_saudi_employees,number_of_saudi_employees (male),number_of_saudi_employees (female),number_of_foreign_employees,number_of_foreign_employees (male),number_of_foreign_employees (female)
2022,2,Qassim Region,Specialized Construction Activities,micro,2704,433,249,184,6411,6392,19
2022,2,Qassim Region,Specialized Construction Activities,medium,52,368,241,127,4976,4973,3
2022,2,Al Madinah Region,Specialized Construction Activities,small,368,702,400,302,3895,3880,15
2022,2,Al Madinah Region,Specialized Construction Activities,large,6,913,625,288,4337,4195,142
2022,2,Al Madinah Region,Specialized Construction Activities,micro,2620,553,313,240,6181,6148,33
2022,2,Al Madinah Region,Specialized Construction Activities,medium,28,487,299,188,2062,2043,19
2022,2,Tabuk Region,Specialized Construction Activities,small,80,167,85,82,751,751,0
2022,2,Tabuk Region,Specialized Construction Activities,large,1,85,77,8,571,571,0
2022,2,Tabuk Region,Specialized Construction Activities,micro,1206,223,110,113,2838,2835,3
2022,2,Tabuk Region,Specialized Construction Activities,medium,4,46,25,21,247,247,0
2022,2,Jazan Region,Specialized Construction Activities,small,106,199,96,103,949,938,11
2022,2,Jazan Region,Specialized Construction Activities,micro,1898,314,190,124,4551,4533,18
2022,2,Jazan Region,Specialized Construction Activities,medium,2,30,28,2,217,217,0
2022,2,Hail Region,Specialized Construction Activities,small,128,186,83,103,1271,1269,2
2022,2,Hail Region,Specialized Construction Activities,large,2,197,142,55,826,821,5
2022,2,Hail Region,Specialized Construction Activities,micro,1154,166,89,77,2770,2760,10
2022,2,Hail Region,Specialized Construction Activities,medium,10,153,121,32,878,868,10
2022,2,Aseer Region,Specialized Construction Activities,small,338,677,413,264,3233,3209,24
2022,2,Aseer Region,Specialized Construction Activities,large,4,603,295,308,2865,2865,0
2022,2,Aseer Region,Specialized Construction Activities,micro,2701,484,278,206,5900,5891,9
2022,2,Aseer Region,Specialized Construction Activities,medium,20,439,274,165,1582,1581,1
2022,2,Makkah Region,Specialized Construction Activities,small,1966,4822,2446,2376,22988,22818,170
2022,2,Makkah Region,Specialized Construction Activities,large,49,4998,3529,1469,25200,25067,133
2022,2,Makkah Region,Specialized Construction Activities,micro,10010,2453,1214,1239,22157,21929,228
2022,2,Makkah Region,Specialized Construction Activities,medium,205,3923,2570,1353,17221,17158,63
2022,2,Najran Region,Specialized Construction Activities,small,141,197,109,88,1502,1490,12
2022,2,Najran Region,Specialized Construction Activities,large,5,266,168,98,1241,1241,0
2022,2,Najran Region,Specialized Construction Activities,micro,1165,135,75,60,2589,2574,15
2022,2,Najran Region,Specialized Construction Activities,medium,10,179,126,53,734,734,0
2022,2,Eastern Province,Postal and Courier Activities,small,10,49,24,25,86,86,0
2022,2,Eastern Province,Postal and Courier Activities,micro,33,30,9,21,44,44,0
2022,2,Eastern Province,Postal and Courier Activities,medium,2,56,20,36,127,127,0
2022,2,Al Jawf Region,Postal and Courier Activities,micro,2,1,1,0,4,4,0
2022,2,Riyadh Region,Postal and Courier Activities,small,95,444,209,235,1047,1028,19
2022,2,Riyadh Region,Postal and Courier Activities,large,5,1046,567,479,4752,4724,28
2022,2,Riyadh Region,Postal and Courier Activities,micro,244,153,90,63,441,427,14
2022,2,Riyadh Region,Postal and Courier Activities,medium,12,359,236,123,680,666,14
2022,2,Qassim Region,Postal and Courier Activities,micro,10,5,1,4,26,26,0
2022,2,Al Madinah Region,Postal and Courier Activities,small,2,0,0,0,15,15,0
2022,2,Al Madinah Region,Postal and Courier Activities,micro,12,4,3,1,25,25,0
2022,2,Tabuk Region,Postal and Courier Activities,micro,7,1,0,1,16,15,1
2022,2,Jazan Region,Postal and Courier Activities,micro,3,0,0,0,6,6,0
2022,2,Hail Region,Postal and Courier Activities,micro,3,0,0,0,9,9,0
2022,2,Aseer Region,Postal and Courier Activities,small,2,30,28,2,12,11,1
2022,2,Aseer Region,Postal and Courier Activities,micro,11,5,4,1,31,31,0
2022,2,Makkah Region,Postal and Courier Activities,small,12,77,31,46,191,188,3
2022,2,Makkah Region,Postal and Courier Activities,micro,77,57,28,29,123,119,4
2022,2,Makkah Region,Postal and Courier Activities,medium,1,17,0,17,67,67,0
2022,2,Najran Region,Postal and Courier Activities,micro,2,0,0,0,2,2,0
2022,2,Eastern Province,Programming and Broadcasting Activities,small,2,7,6,1,17,17,0
2022,2,Eastern Province,Programming and Broadcasting Activities,micro,10,7,2,5,24,23,1
2022,2,Al Jawf Region,Programming and Broadcasting Activities,micro,1,0,0,0,1,1,0
2022,2,Riyadh Region,Programming and Broadcasting Activities,small,13,86,49,37,64,62,2
2022,2,Riyadh Region,Programming and Broadcasting Activities,micro,54,38,17,21,98,98,0
2022,2,Riyadh Region,Programming and Broadcasting Activities,medium,2,74,40,34,87,80,7
2022,2,Qassim Region,Programming and Broadcasting Activities,micro,2,0,0,0,3,3,0
2022,2,Al Madinah Region,Programming and Broadcasting Activities,micro,3,1,0,1,9,9,0
2022,2,Tabuk Region,Programming and Broadcasting Activities,micro,2,0,0,0,8,8,0
2022,2,Jazan Region,Programming and Broadcasting Activities,micro,1,1,0,1,4,4,0
2022,2,Hail Region,Programming and Broadcasting Activities,small,1,2,1,1,5,5,0
2022,2,Aseer Region,Programming and Broadcasting Activities,micro,7,1,1,0,14,14,0
2022,2,Makkah Region,Programming and Broadcasting Activities,small,14,71,43,28,125,120,5
2022,2,Makkah Region,Programming and Broadcasting Activities,micro,20,7,5,2,43,39,4
2022,2,Makkah Region,Programming and Broadcasting Activities,medium,1,55,30,25,70,70,0
2022,2,Najran Region,Programming and Broadcasting Activities,micro,2,2,1,1,3,3,0
2022,2,Eastern Province,"Computer Programming, Consultancy, and Related Activities",small,107,723,390,333,962,946,16
2022,2,Eastern Province,"Computer Programming, Consultancy, and Related Activities",large,3,952,836,116,717,710,7
2022,2,Eastern Province,"Computer Programming, Consultancy, and Related Activities",micro,260,217,109,108,366,359,7
2022,2,Eastern Province,"Computer Programming, Consultancy, and Related Activities",medium,12,518,299,219,447,439,8
2022,2,Al Bahah Region,"Computer Programming, Consultancy, and Related Activities",micro,2,3,1,2,2,2,0
2022,2,Al Jawf Region,"Computer Programming, Consultancy, and Related Activities",micro,14,5,4,1,25,25,0
2022,2,Northern Borders Region,"Computer Programming, Consultancy, and Related Activities",micro,6,3,1,2,12,12,0
2022,2,Riyadh Region,"Computer Programming, Consultancy, and Related Activities",small,592,4090,2045,2045,5459,5264,195
2022,2,Riyadh Region,"Computer Programming, Consultancy, and Related Activities",large,25,13957,8820,5137,6912,6613,299
2022,2,Riyadh Region,"Computer Programming, Consultancy, and Related Activities",micro,1300,1005,488,517,1935,1877,58
2022,2,Riyadh Region,"Computer Programming, Consultancy, and Related Activities",medium,97,4724,2696,2028,4844,4708,136
2022,2,Qassim Region,"Computer Programming, Consultancy, and Related Activities",small,17,92,49,43,148,140,8
2022,2,Qassim Region,"Computer Programming, Consultancy, and Related Activities",micro,71,23,11,12,148,148,0
2022,2,Al Madinah Region,"Computer Programming, Consultancy, and Related Activities",small,7,27,11,16,46,46,0
2022,2,Al Madinah Region,"Computer Programming, Consultancy, and Related Activities",micro,84,43,17,26,138,134,4
2022,2,Al Madinah Region,"Computer Programming, Consultancy, and Related Activities",medium,1,34,33,1,17,17,0
2022,2,Tabuk Region,"Computer Programming, Consultancy, and Related Activities",micro,19,10,3,7,34,33,1
2022,2,Jazan Region,"Computer Programming, Consultancy, and Related Activities",small,1,3,3,0,6,6,0
2022,2,Jazan Region,"Computer Programming, Consultancy, and Related Activities",micro,26,8,3,5,60,60,0
2022,2,Hail Region,"Computer Programming, Consultancy, and Related Activities",small,3,6,2,4,35,35,0
2022,2,Hail Region,"Computer Programming, Consultancy, and Related Activities",micro,12,4,2,2,23,23,0
2022,2,Aseer Region,"Computer Programming, Consultancy, and Related Activities",small,11,26,16,10,81,80,1
2022,2,Aseer Region,"Computer Programming, Consultancy, and Related Activities",micro,48,20,11,9,91,90,1
2022,2,Makkah Region,"Computer Programming, Consultancy, and Related Activities",small,148,647,313,334,1267,1221,46
2022,2,Makkah Region,"Computer Programming, Consultancy, and Related Activities",large,2,857,828,29,308,305,3
2022,2,Makkah Region,"Computer Programming, Consultancy, and Related Activities",micro,502,320,149,171,826,792,34
2022,2,Makkah Region,"Computer Programming, Consultancy, and Related Activities",medium,13,506,252,254,651,605,46
2022,2,Najran Region,"Computer Programming, Consultancy, and Related Activities",micro,13,2,2,0,25,25,0
2022,2,Eastern Province,Public Order and Safety Activities,small,23,492,439,53,35,35,0
2022,2,Eastern Province,Public Order and Safety Activities,large,6,3393,3126,267,0,0,0
2022,2,Eastern Province,Public Order and Safety Activities,micro,51,62,54,8,61,61,0
2022,2,Eastern Province,Public Order and Safety Activities,medium,14,1565,1439,126,83,83,0
2022,2,Al Jawf Region,Public Order and Safety Activities,small,2,64,47,17,2,2,0
2022,2,Al Jawf Region,Public Order and Safety Activities,micro,1,3,3,0,0,0,0
2022,2,Northern Borders Region,Public Order and Safety Activities,small,2,24,18,6,0,0,0
2022,2,Northern Borders Region,Public Order and Safety Activities,large,1,0,0,0,336,336,0
2022,2,Northern Borders Region,Public Order and Safety Activities,micro,1,1,1,0,1,1,0
2022,2,Riyadh Region,Public Order and Safety Activities,small,47,665,587,78,210,209,1
2022,2,Riyadh Region,Public Order and Safety Activities,large,17,15616,13911,1705,334,332,2
2022,2,Riyadh Region,Public Order and Safety Activities,micro,118,137,98,39,116,116,0
2022,2,Riyadh Region,Public Order and Safety Activities,medium,22,2932,2573,359,110,105,5
2022,2,Qassim Region,Public Order and Safety Activities,small,6,87,81,6,14,14,0
2022,2,Qassim Region,Public Order and Safety Activities,micro,12,6,6,0,19,19,0
2022,2,Al Madinah Region,Public Order and Safety Activities,small,5,62,58,4,28,28,0
2022,2,Al Madinah Region,Public Order and Safety Activities,micro,13,13,11,2,11,11,0
2022,2,Al Madinah Region,Public Order and Safety Activities,medium,1,124,124,0,0,0,0
2022,2,Tabuk Region,Public Order and Safety Activities,micro,6,2,2,0,5,5,0
2022,2,Jazan Region,Public Order and Safety Activities,small,2,24,20,4,11,9,2
2022,2,Jazan Region,Public Order and Safety Activities,micro,9,8,7,1,14,14,0
2022,2,Hail Region,Public Order and Safety Activities,small,2,11,10,1,4,4,0
2022,2,Hail Region,Public Order and Safety Activities,micro,5,5,2,3,7,7,0
2022,2,Hail Region,Public Order and Safety Activities,medium,1,88,85,3,0,0,0
2022,2,Aseer Region,Public Order and Safety Activities,small,2,35,34,1,0,0,0
2022,2,Aseer Region,Public Order and Safety Activities,large,2,1732,1682,50,0,0,0
2022,2,Aseer Region,Public Order and Safety Activities,micro,9,9,5,4,5,5,0
2022,2,Aseer Region,Public Order and Safety Activities,medium,2,153,146,7,0,0,0
2022,2,Makkah Region,Public Order and Safety Activities,small,35,508,417,91,53,52,1
2022,2,Makkah Region,Public Order and Safety Activities,large,6,2529,2307,222,0,0,0
2022,2,Makkah Region,Public Order and Safety Activities,micro,51,55,46,9,64,61,3
2022,2,Makkah Region,Public Order and Safety Activities,medium,8,919,786,133,2,2,0
2022,2,Najran Region,Public Order and Safety Activities,large,1,304,275,29,0,0,0
2022,2,Najran Region,Public Order and Safety Activities,micro,2,1,1,0,3,3,0
2022,2,Eastern Province,Activities of Households as Employers of Domestic Personnel,micro,9,2,2,0,16,15,1
2022,2,Al Bahah Region,Activities of Households as Employers of Domestic Personnel,micro,1,0,0,0,1,1,0
2022,2,Riyadh Region,Activities of Households as Employers of Domestic Personnel,micro,9,1,1,0,15,14,1
2022,2,Qassim Region,Activities of Households as Employers of Domestic Personnel,small,1,0,0,0,7,7,0
2022,2,Qassim Region,Activities of Households as Employers of Domestic Personnel,micro,6,1,1,0,11,11,0
